@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data

spectrometer,9,2,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.KernelHerding -K \\\"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\\\" -Z 20.0\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,478,53,44,9,0,83.018868,16.981132,0,0.730964,0.160635,0.274416,120.557557,107.371881,104.055277,124.866148,-20.810872,1.963307,2.355965,-0.392658,-3.139506,-0.059236,-3.017153,0,0,0,0,1,51,1,2,?,0,?,?,0.598039,0.046739,0.830189,0.083212,0.916788,0.169811,?,0.830189,?,?,0.905327,0.769474,?,0.830189,0.017,0.003,0.015625,0,15.625,0,1362433,379964,48039,100,70,?
spectrometer,9,3,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.KernelHerding -K \\\"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\\\" -Z 20.0\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,478,53,41,12,0,77.358491,22.641509,0,0.627853,0.159928,0.27532,119.999447,107.696712,104.804215,1194.204762,-1089.400547,1.977438,22.532165,-20.554727,-5.324935,-0.10047,-5.080841,0,0,0,0,1,52,1,1,?,0,?,?,0.826923,0.052632,0.773585,0.165023,0.834977,0.226415,?,0.773585,?,?,0.850611,0.681941,?,0.773585,0.016,0.003,0.015625,0.015625,15.625,15.625,1356490,379964,48039,98.113208,70,?
spectrometer,9,4,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.KernelHerding -K \\\"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\\\" -Z 20.0\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,478,53,45,8,0,84.90566,15.09434,0,0.763261,0.160892,0.274874,119.426848,106.211157,107.581349,126.25204,-18.670691,2.029837,2.382114,-0.352277,-1.882421,-0.035517,-1.749765,0,0,0,0,1,52,1,1,?,0,?,?,0.326923,0.02,0.849057,0.079663,0.920337,0.150943,?,0.849057,?,?,0.910084,0.775287,?,0.849057,0.017,0.003,0.015625,0,15.625,0,1362433,379964,48039,98.113208,70,?
spectrometer,9,5,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.KernelHerding -K \\\"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\\\" -Z 20.0\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,478,53,42,11,0,79.245283,20.754717,0,0.689067,0.160198,0.275809,118.904677,106.565818,107.803741,2264.479021,-2156.67528,2.034033,42.726019,-40.691986,-4.311794,-0.081355,-3.99967,0,0,0,0,1,52,1,1,?,0,?,?,0.5,0.018868,0.792453,0.074978,0.925022,0.207547,?,0.792453,?,?,0.88359,0.72858,?,0.792453,0.017,0.002,0.015625,0,15.625,0,1356490,379964,48039,96.226415,70,?
spectrometer,9,6,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.KernelHerding -K \\\"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\\\" -Z 20.0\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,478,53,47,6,0,88.679245,11.320755,0,0.824986,0.160463,0.274096,119.10171,105.903924,107.803741,125.234118,-17.430377,2.034033,2.362908,-0.328875,-0.445309,-0.008402,-0.413074,0,0,0,0,1,52,1,1,?,0,?,?,0.480769,0.019608,0.886792,0.081455,0.918545,0.113208,?,0.886792,?,?,0.919347,0.843124,?,0.886792,0.017,0.002,0.015625,0,15.625,0,1362433,379964,48039,98.113208,70,?
spectrometer,9,7,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.KernelHerding -K \\\"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\\\" -Z 20.0\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,478,53,46,7,0,86.792453,13.207547,0,0.79075,0.161235,0.275508,119.67462,106.449294,107.803741,1196.681577,-1088.877836,2.034033,22.578898,-20.544865,-4.387373,-0.082781,-4.069778,0,0,0,0,1,52,1,1,?,0,?,?,0.25,0.018868,0.867925,0.106215,0.893785,0.132075,?,0.867925,?,?,0.908815,0.805073,?,0.867925,0.017,0.002,0.015625,0,15.625,0,1362433,379964,48039,98.113208,70,?
spectrometer,9,8,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.KernelHerding -K \\\"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\\\" -Z 20.0\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,478,53,47,6,0,88.679245,11.320755,0,0.824503,0.161235,0.275508,119.188917,105.963024,111.290937,127.608513,-16.317577,2.099829,2.407708,-0.307879,0.654612,0.012351,0.588199,0,0,0,0,1,52,1,1,?,0,?,?,0.538462,0.03125,0.886792,0.070359,0.929641,0.113208,?,0.886792,?,?,0.901916,0.807742,?,0.886792,0.016,0.003,0.015625,0.015625,15.625,15.625,1362433,379964,48039,98.113208,70,?
spectrometer,9,9,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.KernelHerding -K \\\"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\\\" -Z 20.0\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,478,53,45,8,0,84.90566,15.09434,0,0.768306,0.162348,0.276445,119.984252,106.296789,112.875899,1198.541887,-1085.665988,2.129734,22.613998,-20.484264,-1.719621,-0.032446,-1.523461,0,0,0,0,1,52,1,1,?,0,?,?,0.538462,0.020408,0.849057,0.091493,0.908507,0.150943,?,0.849057,?,?,0.910354,0.792406,?,0.849057,0.017,0.003,0.015625,0,15.625,0,1368373,379964,48039,98.113208,80,?
spectrometer,9,10,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.KernelHerding -K \\\"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\\\" -Z 20.0\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,478,53,39,14,0,73.584906,26.415094,0,0.552473,0.162607,0.277983,120.175812,106.888088,112.875899,2269.504729,-2156.62883,2.129734,42.820844,-40.69111,-5.893459,-0.111197,-5.221184,0,0,0,0,1,52,1,1,?,0,?,?,0.519231,0.025641,0.735849,0.227108,0.772892,0.264151,?,0.735849,?,?,0.803041,0.624335,?,0.735849,0.019,0.003,0.03125,0,31.25,0,1362433,379964,48039,96.226415,70,?
spectrometer,10,1,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.KernelHerding -K \\\"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\\\" -Z 20.0\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,477,54,47,7,0,87.037037,12.962963,0,0.801053,0.160141,0.275699,118.87181,106.53431,114.084732,2267.244106,-2153.159374,2.11268,41.986002,-39.873322,-1.722671,-0.031901,-1.509993,0,0,0,0,1,53,1,1,?,0,?,?,0.056604,0.018519,0.87037,0.049516,0.950484,0.12963,?,0.87037,?,?,0.90448,0.799366,?,0.87037,0.017,0.003,0.015625,0,15.625,0,1351867,379183,48820,96.296296,70,?
spectrometer,10,2,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.KernelHerding -K \\\"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\\\" -Z 20.0\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,478,53,44,9,0,83.018868,16.981132,0,0.719081,0.161835,0.276595,120.883414,107.639955,111.321158,1198.084789,-1086.763631,2.100399,22.605373,-20.504974,-4.06196,-0.076641,-3.648866,0,0,0,0,1,52,1,1,?,0,?,?,0.288462,0.019231,0.830189,0.13837,0.86163,0.169811,?,0.830189,?,?,0.860846,0.729043,?,0.830189,0.017,0.003,0.03125,0,31.25,0,1362433,379964,48039,98.113208,70,?
spectrometer,10,3,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.KernelHerding -K \\\"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\\\" -Z 20.0\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,478,53,44,9,0,83.018868,16.981132,0,0.726177,0.161407,0.275819,120.604905,107.379696,108.513803,127.837002,-19.323199,2.04743,2.412019,-0.364589,-1.702416,-0.032121,-1.568848,0,0,0,0,1,52,1,1,?,0,?,?,0.288462,0.019608,0.830189,0.11837,0.88163,0.169811,?,0.830189,?,?,0.862647,0.745311,?,0.830189,0.017,0.004,0.015625,0,15.625,0,1362433,379964,48039,98.113208,70,?
spectrometer,10,4,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.KernelHerding -K \\\"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\\\" -Z 20.0\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,478,53,46,7,0,86.792453,13.207547,0,0.79815,0.159389,0.274335,118.311276,106.003188,107.581349,1193.062355,-1085.481007,2.029837,22.51061,-20.480774,-2.315728,-0.043693,-2.152536,0,0,0,0,1,52,1,1,?,0,?,?,0.471154,0.018868,0.867925,0.056693,0.943307,0.132075,?,0.867925,?,?,0.909443,0.790557,?,0.867925,0.017,0.003,0.015625,0.015625,15.625,15.625,1356490,379964,48039,98.113208,70,?
spectrometer,10,5,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.KernelHerding -K \\\"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\\\" -Z 20.0\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,478,53,47,6,0,88.679245,11.320755,0,0.826892,0.160549,0.27426,119.172207,105.973881,107.581349,125.193476,-17.612127,2.029837,2.362141,-0.332304,-0.628759,-0.011863,-0.58445,0,0,0,0,1,52,1,1,?,0,?,?,0.548077,0.020833,0.886792,0.068568,0.931432,0.113208,?,0.886792,?,?,0.925973,0.845836,?,0.886792,0.017,0.003,0.015625,0,15.625,0,1362433,379964,48039,100,70,?
spectrometer,10,6,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.KernelHerding -K \\\"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\\\" -Z 20.0\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,478,53,46,7,0,86.792453,13.207547,0,0.787757,0.16072,0.27454,119.326924,106.11013,106.83241,1194.874222,-1088.041811,2.015706,22.544797,-20.529091,-3.3343,-0.062911,-3.121056,0,0,0,0,1,51,1,2,?,0,?,?,0.637255,0.065489,0.867925,0.12195,0.87805,0.132075,?,0.867925,?,?,0.904873,0.797534,?,0.867925,0.016,0.003,0.015625,0,15.625,0,1362433,379964,48039,98.113208,70,?
spectrometer,10,7,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.KernelHerding -K \\\"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\\\" -Z 20.0\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,478,53,47,6,0,88.679245,11.320755,0,0.8313,0.161426,0.274765,119.850474,106.19712,106.83241,126.85292,-20.02051,2.015706,2.393451,-0.377745,-2.378308,-0.044874,-2.226205,0,0,0,0,1,51,1,2,?,0,?,?,0.421569,0.039216,0.886792,0.034252,0.965748,0.113208,?,0.886792,?,?,0.938039,0.835406,?,0.886792,0.016,0.003,0.015625,0,15.625,0,1368373,379964,48039,100,80,?
spectrometer,10,8,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.KernelHerding -K \\\"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\\\" -Z 20.0\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,478,53,41,12,0,77.358491,22.641509,0,0.637607,0.161664,0.276281,119.999791,106.755028,107.581349,1197.209274,-1089.627925,2.029837,22.588854,-20.559017,-4.944712,-0.093296,-4.596254,0,0,0,0,1,52,1,1,?,0,?,?,0.480769,0.019231,0.773585,0.168077,0.831923,0.226415,?,0.773585,?,?,0.832763,0.665272,?,0.773585,0.016,0.003,0.015625,0,15.625,0,1362433,379964,48039,98.113208,70,?
spectrometer,10,9,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.KernelHerding -K \\\"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\\\" -Z 20.0\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,478,53,44,9,0,83.018868,16.981132,0,0.740479,0.162348,0.276432,120.50766,106.813296,107.581349,129.484951,-21.903602,2.029837,2.443112,-0.413276,-3.895358,-0.073497,-3.620849,0,0,0,0,1,52,1,1,?,0,?,?,0.288462,0.020408,0.830189,0.062622,0.937378,0.169811,?,0.830189,?,?,0.904906,0.781175,?,0.830189,0.016,0.003,0.015625,0.015625,15.625,15.625,1368373,379964,48039,100,80,?
spectrometer,10,10,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.KernelHerding -K \\\"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\\\" -Z 20.0\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,478,53,45,8,0,84.90566,15.09434,0,0.767033,0.161321,0.275663,119.218241,105.989274,113.098291,1196.499826,-1083.401535,2.13393,22.575468,-20.441538,-0.204059,-0.00385,-0.180426,0,0,0,0,1,52,1,1,?,0,?,?,0.788462,0.045455,0.849057,0.093812,0.906188,0.150943,?,0.849057,?,?,0.901554,0.777349,?,0.849057,0.016,0.003,0.015625,0,15.625,0,1362433,379964,48039,98.113208,70,?
vehicle,1,1,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.KernelHerding -K \\\"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\\\" -Z 20.0\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,761,85,53,32,0,62.352941,37.647059,0,0.49834,0.295098,0.375952,78.727922,86.843038,169.911824,1187.303763,-1017.391939,1.998963,13.96828,-11.969317,58.691425,0.690487,34.542284,0.142857,3,0.0625,4,0.9375,60,0.857143,18,0.428571,0.142857,0.214286,0.126075,0.768229,0.417725,0.623529,0.12559,0.87441,0.376471,0.602913,0.623529,0.585289,0.48675,0.821371,0.555408,0.585952,0.623529,0.017,0.001,0.03125,0,31.25,0,2507207,139930,17574,98.823529,75.882353,?
vehicle,1,2,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.KernelHerding -K \\\"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\\\" -Z 20.0\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,761,85,59,26,0,69.411765,30.588235,0,0.592251,0.288235,0.367379,76.89704,84.862726,169.911824,4394.0391,-4224.127276,1.998963,51.694578,-49.695615,63.57705,0.747965,37.417673,0.428571,9,0.09375,6,0.90625,58,0.571429,12,0.6,0.428571,0.5,0.378807,0.717634,0.435776,0.694118,0.101909,0.898091,0.305882,0.709145,0.694118,0.68978,0.598227,0.847557,0.617903,0.690128,0.694118,0.017,0.002,0.015625,0,15.625,0,2507207,139930,17574,95.294118,75,?
vehicle,1,3,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.KernelHerding -K \\\"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\\\" -Z 20.0\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,761,85,65,20,0,76.470588,23.529412,0,0.685999,0.278431,0.353784,74.281494,81.722442,169.911824,1175.69925,-1005.787426,1.998963,13.831756,-11.832793,68.46089,0.805422,40.292011,0.47619,10,0.109375,7,0.890625,57,0.52381,11,0.588235,0.47619,0.526316,0.39552,0.734003,0.430878,0.764706,0.079453,0.920547,0.235294,0.750684,0.764706,0.755117,0.679222,0.871789,0.680528,0.75642,0.764706,0.016,0.001,0.015625,0,15.625,0,2507207,139930,17574,98.823529,75.588235,?
vehicle,1,4,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.KernelHerding -K \\\"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\\\" -Z 20.0\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,761,85,53,32,0,62.352941,37.647059,0,0.49834,0.291176,0.37202,77.681703,85.934718,169.911824,3324.963913,-3155.052089,1.998963,39.117223,-37.11826,61.44183,0.722845,36.161009,0.428571,9,0.15625,10,0.84375,54,0.571429,12,0.473684,0.428571,0.45,0.281924,0.74814,0.41505,0.623529,0.126055,0.873945,0.376471,0.591907,0.623529,0.603603,0.482976,0.822535,0.566387,0.606734,0.623529,0.02,0.002,0.015625,0,15.625,0,2507207,139930,17574,96.470588,75,?
vehicle,1,5,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.KernelHerding -K \\\"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\\\" -Z 20.0\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,761,85,54,31,0,63.529412,36.470588,0,0.514375,0.301961,0.385819,80.558804,89.12225,169.911824,7617.209025,-7447.297201,1.998963,89.614224,-87.615261,56.493056,0.664624,33.248455,0.142857,3,0.03125,2,0.96875,62,0.857143,18,0.6,0.142857,0.230769,0.204579,0.594866,0.326807,0.635294,0.119536,0.880464,0.364706,0.663821,0.635294,0.599235,0.522158,0.797587,0.549242,0.596866,0.635294,0.016,0.002,0.015625,0.015625,15.625,15.625,2507207,139930,17574,91.764706,75,?
vehicle,1,6,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.KernelHerding -K \\\"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\\\" -Z 20.0\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,761,85,62,23,0,72.941176,27.058824,0,0.639963,0.286275,0.364925,76.373931,84.295765,169.911824,5464.529325,-5294.617501,1.998963,64.28858,-62.289618,65.11707,0.766083,38.324037,0.619048,13,0.125,8,0.875,56,0.380952,8,0.619048,0.619048,0.619048,0.494048,0.755208,0.501558,0.729412,0.0886,0.9114,0.270588,0.724175,0.729412,0.712605,0.636579,0.860312,0.648779,0.713722,0.729412,0.016,0.001,0.015625,0,15.625,0,2507207,139930,17574,94.117647,75.294118,?
vehicle,1,7,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.KernelHerding -K \\\"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\\\" -Z 20.0\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,762,84,57,27,0,67.857143,32.142857,0,0.57159,0.295635,0.377527,78.886654,87.226156,167.830808,5470.869175,-5303.038367,1.997986,65.129395,-63.131409,58.936112,0.70162,35.116385,0.52381,11,0.142857,9,0.857143,54,0.47619,10,0.55,0.52381,0.536585,0.387298,0.710884,0.448965,0.678571,0.108029,0.891971,0.321429,0.648479,0.678571,0.65829,0.556596,0.805668,0.590409,0.662735,0.678571,0.016,0.002,0.015625,0,15.625,0,2513502,140111,17393,94.047619,75.297619,?
vehicle,1,8,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.KernelHerding -K \\\"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\\\" -Z 20.0\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,762,84,65,19,0,77.380952,22.619048,0,0.69847,0.275794,0.350736,73.561741,80.99865,168.000776,2242.944363,-2074.943587,2.000009,26.701719,-24.701709,69.601102,0.828585,41.429036,0.727273,16,0.112903,7,0.887097,55,0.272727,6,0.695652,0.727273,0.711111,0.60577,0.835411,0.603382,0.77381,0.076197,0.923803,0.22619,0.763183,0.77381,0.762513,0.692306,0.88511,0.692625,0.76487,0.77381,0.016,0.002,0.015625,0,15.625,0,2513502,140111,17393,97.619048,75,?
