@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data

ionosphere,3,3,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.Resample -S 1 -Z 20.0 -no-replacement\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,316,35,33,2,0,94.285714,5.714286,0,0.873188,0.057143,0.239046,12.517221,50.321653,32.502297,2148,-2115.497703,0.928637,61.371429,-60.442792,28.272417,0.807783,86.985905,0.916667,11,0.043478,1,0.956522,22,0.083333,1,0.916667,0.916667,0.916667,0.873188,0.936594,0.868849,0.942857,0.069669,0.930331,0.057143,0.942857,0.942857,0.942857,0.873188,0.936594,0.917909,0.936594,0.942857,0,0,0,0,0,0,31497,100232,13403,94.285714,50,?
ionosphere,3,4,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.Resample -S 1 -Z 20.0 -no-replacement\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,316,35,34,1,0,97.142857,2.857143,0,0.935305,0.028571,0.169031,6.258611,35.582782,32.502297,1074,-1041.497703,0.928637,30.685714,-29.757077,30.387357,0.86821,93.492952,0.916667,11,0,0,1,23,0.083333,1,1,0.916667,0.956522,0.937268,0.958333,0.945238,0.971429,0.054762,0.945238,0.028571,0.972619,0.971429,0.971111,0.937268,0.958333,0.953844,0.967623,0.971429,0.001,0,0,0,0,0,31495,100232,13403,97.142857,50,?
ionosphere,3,5,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.Resample -S 1 -Z 20.0 -no-replacement\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,316,35,34,1,0,97.142857,2.857143,0,0.937833,0.028571,0.169031,6.258611,35.582782,32.502297,1074,-1041.497703,0.928637,30.685714,-29.757077,30.387357,0.86821,93.492952,1,12,0.043478,1,0.956522,22,0,0,0.923077,1,0.96,0.939651,0.978261,0.923077,0.971429,0.014907,0.985093,0.028571,0.973626,0.971429,0.971683,0.939651,0.978261,0.96383,0.968889,0.971429,0,0.001,0,0,0,0,31495,100232,13403,97.142857,50,?
ionosphere,3,6,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.Resample -S 1 -Z 20.0 -no-replacement\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,316,35,31,4,0,88.571429,11.428571,0,0.738806,0.114286,0.338062,24.651163,69.939958,33.329976,4296,-4262.670024,0.952285,122.742857,-121.790572,24.848174,0.709948,74.55203,0.692308,9,0,0,1,22,0.307692,4,1,0.692308,0.818182,0.765375,0.846154,0.806593,0.885714,0.193407,0.806593,0.114286,0.903297,0.885714,0.880087,0.765375,0.846154,0.83146,0.867424,0.885714,0.001,0,0,0,0,0,31493,100232,13403,88.571429,50,?
ionosphere,3,7,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.Resample -S 1 -Z 20.0 -no-replacement\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,316,35,33,2,0,94.285714,5.714286,0,0.877622,0.057143,0.239046,12.325581,49.455019,33.329976,2148,-2114.670024,0.952285,61.371429,-60.419144,29.089075,0.831116,87.276015,0.923077,12,0.045455,1,0.954545,21,0.076923,1,0.923077,0.923077,0.923077,0.877622,0.938811,0.880642,0.942857,0.065235,0.934765,0.057143,0.942857,0.942857,0.942857,0.877622,0.938811,0.917782,0.938811,0.942857,0.001,0,0,0,0,0,31495,100232,13403,94.285714,50,?
ionosphere,3,8,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.Resample -S 1 -Z 20.0 -no-replacement\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,316,35,33,2,0,94.285714,5.714286,0,0.877622,0.057143,0.239046,12.325581,49.455019,33.329976,2148,-2114.670024,0.952285,61.371429,-60.419144,29.089075,0.831116,87.276015,0.923077,12,0.045455,1,0.954545,21,0.076923,1,0.923077,0.923077,0.923077,0.877622,0.938811,0.880642,0.942857,0.065235,0.934765,0.057143,0.942857,0.942857,0.942857,0.877622,0.938811,0.917782,0.938811,0.942857,0,0.001,0,0,0,0,31495,100232,13403,94.285714,50,?
ionosphere,3,9,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.Resample -S 1 -Z 20.0 -no-replacement\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,316,35,33,2,0,94.285714,5.714286,0,0.873646,0.057143,0.239046,12.325581,49.455019,33.329976,2148,-2114.670024,0.952285,61.371429,-60.419144,29.089075,0.831116,87.276015,0.846154,11,0,0,1,22,0.153846,2,1,0.846154,0.916667,0.880705,0.923077,0.903297,0.942857,0.096703,0.903297,0.057143,0.947619,0.942857,0.941718,0.880705,0.923077,0.911701,0.936594,0.942857,0,0,0,0,0,0,31495,100232,13403,94.285714,50,?
ionosphere,3,10,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.Resample -S 1 -Z 20.0 -no-replacement\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,316,35,30,5,0,85.714286,14.285714,0,0.707846,0.142857,0.377964,30.813953,78.19525,33.329976,5370,-5336.670024,0.952285,153.428571,-152.476286,22.727723,0.649364,68.190038,0.923077,12,0.181818,4,0.818182,18,0.076923,1,0.75,0.923077,0.827586,0.718979,0.870629,0.720879,0.857143,0.115884,0.884116,0.142857,0.87406,0.857143,0.859306,0.718979,0.870629,0.82681,0.852817,0.857143,0.001,0,0,0,0,0,31493,100232,13403,85.714286,50,?
ionosphere,4,1,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.Resample -S 1 -Z 20.0 -no-replacement\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,315,36,34,2,0,94.444444,5.555556,0,0.875433,0.055556,0.235702,12.050941,49.071413,33.969909,2148,-2114.030091,0.943609,59.666667,-58.723058,29.733005,0.825917,87.527478,0.846154,11,0,0,1,23,0.153846,2,1,0.846154,0.916667,0.882305,0.923077,0.901709,0.944444,0.098291,0.901709,0.055556,0.948889,0.944444,0.943287,0.882305,0.923077,0.913395,0.9375,0.944444,0.001,0,0,0,0,0,31495,99923,13712,94.444444,50,?
ionosphere,4,2,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.Resample -S 1 -Z 20.0 -no-replacement\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,316,35,32,3,0,91.428571,8.571429,0,0.805915,0.085714,0.29277,18.775832,61.631186,32.502297,3222,-3189.497703,0.928637,92.057143,-91.128506,26.157477,0.747356,80.478857,0.833333,10,0.043478,1,0.956522,22,0.166667,2,0.909091,0.833333,0.869565,0.807607,0.894928,0.814719,0.914286,0.124431,0.875569,0.085714,0.914069,0.914286,0.913334,0.807607,0.894928,0.874298,0.902868,0.914286,0,0,0,0,0,0,31495,100232,13403,91.428571,50,?
ionosphere,4,3,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.Resample -S 1 -Z 20.0 -no-replacement\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,316,35,32,3,0,91.428571,8.571429,0,0.813499,0.085714,0.29277,18.775832,61.631186,32.502297,3222,-3189.497703,0.928637,92.057143,-91.128506,26.157477,0.747356,80.478857,0.916667,11,0.086957,2,0.913043,21,0.083333,1,0.846154,0.916667,0.88,0.815076,0.914855,0.804212,0.914286,0.084576,0.915424,0.085714,0.917383,0.914286,0.915048,0.815076,0.914855,0.886008,0.906667,0.914286,0.001,0,0.015625,0,15.625,0,31497,100232,13403,91.428571,50,?
ionosphere,4,4,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.Resample -S 1 -Z 20.0 -no-replacement\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,316,35,33,2,0,94.285714,5.714286,0,0.867925,0.057143,0.239046,12.517221,50.321653,32.502297,2148,-2115.497703,0.928637,61.371429,-60.442792,28.272417,0.807783,86.985905,0.833333,10,0,0,1,23,0.166667,2,1,0.833333,0.909091,0.875595,0.916667,0.890476,0.942857,0.109524,0.890476,0.057143,0.947429,0.942857,0.94145,0.875595,0.916667,0.909878,0.933712,0.942857,0,0,0,0,0,0,31495,100232,13403,94.285714,50,?
ionosphere,4,5,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.Resample -S 1 -Z 20.0 -no-replacement\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,316,35,32,3,0,91.428571,8.571429,0,0.813499,0.085714,0.29277,18.775832,61.631186,32.502297,3222,-3189.497703,0.928637,92.057143,-91.128506,26.157477,0.747356,80.478857,0.916667,11,0.086957,2,0.913043,21,0.083333,1,0.846154,0.916667,0.88,0.815076,0.914855,0.804212,0.914286,0.084576,0.915424,0.085714,0.917383,0.914286,0.915048,0.815076,0.914855,0.886008,0.906667,0.914286,0.001,0,0,0,0,0,31495,100232,13403,91.428571,50,?
ionosphere,4,6,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.Resample -S 1 -Z 20.0 -no-replacement\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,316,35,32,3,0,91.428571,8.571429,0,0.813499,0.085714,0.29277,18.488372,60.56978,33.329976,3222,-3188.670024,0.952285,92.057143,-91.104858,26.968624,0.770532,80.914023,0.846154,11,0.045455,1,0.954545,21,0.153846,2,0.916667,0.846154,0.88,0.815076,0.90035,0.832784,0.914286,0.113586,0.886414,0.085714,0.914389,0.914286,0.913524,0.815076,0.90035,0.875105,0.906667,0.914286,0.001,0,0,0,0,0,31495,100232,13403,91.428571,50,?
ionosphere,4,7,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.Resample -S 1 -Z 20.0 -no-replacement\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,316,35,29,6,0,82.857143,17.142857,0,0.644068,0.171429,0.414039,36.976744,85.658605,33.329976,6444,-6410.670024,0.952285,184.114286,-183.162001,20.607272,0.588779,61.828045,0.846154,11,0.181818,4,0.818182,18,0.153846,2,0.733333,0.846154,0.785714,0.648649,0.832168,0.677656,0.828571,0.164236,0.835764,0.171429,0.838095,0.828571,0.830612,0.648649,0.832168,0.786395,0.821429,0.828571,0,0,0,0,0,0,31495,100232,13403,82.857143,50,?
ionosphere,4,8,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.Resample -S 1 -Z 20.0 -no-replacement\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,316,35,33,2,0,94.285714,5.714286,0,0.873646,0.057143,0.239046,12.325581,49.455019,33.329976,2148,-2114.670024,0.952285,61.371429,-60.419144,29.089075,0.831116,87.276015,0.846154,11,0,0,1,22,0.153846,2,1,0.846154,0.916667,0.880705,0.923077,0.903297,0.942857,0.096703,0.903297,0.057143,0.947619,0.942857,0.941718,0.880705,0.923077,0.911701,0.936594,0.942857,0.001,0,0,0,0,0,31493,100232,13403,94.285714,50,?
ionosphere,4,9,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.Resample -S 1 -Z 20.0 -no-replacement\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,316,35,31,4,0,88.571429,11.428571,0,0.762712,0.114286,0.338062,24.651163,69.939958,33.329976,4296,-4262.670024,0.952285,122.742857,-121.790572,24.848174,0.709948,74.55203,0.923077,12,0.136364,3,0.863636,19,0.076923,1,0.8,0.923077,0.857143,0.768137,0.893357,0.767033,0.885714,0.099001,0.900999,0.114286,0.894286,0.885714,0.887075,0.768137,0.893357,0.85449,0.880952,0.885714,0,0,0,0,0,0,31497,100232,13403,88.571429,50,?
ionosphere,4,10,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.Resample -S 1 -Z 20.0 -no-replacement\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,316,35,31,4,0,88.571429,11.428571,0,0.738806,0.114286,0.338062,24.651163,69.939958,33.329976,4296,-4262.670024,0.952285,122.742857,-121.790572,24.848174,0.709948,74.55203,0.692308,9,0,0,1,22,0.307692,4,1,0.692308,0.818182,0.765375,0.846154,0.806593,0.885714,0.193407,0.806593,0.114286,0.903297,0.885714,0.880087,0.765375,0.846154,0.83146,0.867424,0.885714,0.001,0,0,0,0,0,31495,100232,13403,88.571429,50,?
ionosphere,5,1,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.Resample -S 1 -Z 20.0 -no-replacement\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,315,36,34,2,0,94.444444,5.555556,0,0.879599,0.055556,0.235702,12.050941,49.071413,33.969909,2148,-2114.030091,0.943609,59.666667,-58.723058,29.733005,0.825917,87.527478,0.923077,12,0.043478,1,0.956522,22,0.076923,1,0.923077,0.923077,0.923077,0.879599,0.939799,0.879849,0.944444,0.064846,0.935154,0.055556,0.944444,0.944444,0.944444,0.879599,0.939799,0.920011,0.939799,0.944444,0,0.001,0,0,0,0,31495,99923,13712,94.444444,50,?
ionosphere,5,2,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.Resample -S 1 -Z 20.0 -no-replacement\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,316,35,32,3,0,91.428571,8.571429,0,0.805915,0.085714,0.29277,18.775832,61.631186,32.502297,3222,-3189.497703,0.928637,92.057143,-91.128506,26.157477,0.747356,80.478857,0.833333,10,0.043478,1,0.956522,22,0.166667,2,0.909091,0.833333,0.869565,0.807607,0.894928,0.814719,0.914286,0.124431,0.875569,0.085714,0.914069,0.914286,0.913334,0.807607,0.894928,0.874298,0.902868,0.914286,0.001,0,0,0,0,0,31495,100232,13403,91.428571,50,?
ionosphere,5,3,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.Resample -S 1 -Z 20.0 -no-replacement\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,316,35,32,3,0,91.428571,8.571429,0,0.805915,0.085714,0.29277,18.775832,61.631186,32.502297,3222,-3189.497703,0.928637,92.057143,-91.128506,26.157477,0.747356,80.478857,0.833333,10,0.043478,1,0.956522,22,0.166667,2,0.909091,0.833333,0.869565,0.807607,0.894928,0.814719,0.914286,0.124431,0.875569,0.085714,0.914069,0.914286,0.913334,0.807607,0.894928,0.874298,0.902868,0.914286,0,0,0.015625,0,15.625,0,31497,100232,13403,91.428571,50,?
ionosphere,5,4,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.Resample -S 1 -Z 20.0 -no-replacement\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,316,35,35,0,0,100,0,0,1,0,0,0,0,32.502297,0,32.502297,0.928637,0,0.928637,32.502297,0.928637,100,1,12,0,0,1,23,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.001,0,0,0,0,0,31495,100232,13403,100,50,?
ionosphere,5,5,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.Resample -S 1 -Z 20.0 -no-replacement\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,316,35,29,6,0,82.857143,17.142857,0,0.634146,0.171429,0.414039,37.551663,87.159659,32.502297,6444,-6411.497703,0.928637,184.114286,-183.185649,19.812657,0.566076,60.957714,0.833333,10,0.173913,4,0.826087,19,0.166667,2,0.714286,0.833333,0.769231,0.638915,0.82971,0.652381,0.828571,0.169151,0.830849,0.171429,0.839456,0.828571,0.831269,0.638915,0.82971,0.789932,0.816434,0.828571,0,0,0,0,0,0,31497,100232,13403,82.857143,50,?
ionosphere,5,6,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.Resample -S 1 -Z 20.0 -no-replacement\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,316,35,33,2,0,94.285714,5.714286,0,0.873646,0.057143,0.239046,12.325581,49.455019,33.329976,2148,-2114.670024,0.952285,61.371429,-60.419144,29.089075,0.831116,87.276015,0.846154,11,0,0,1,22,0.153846,2,1,0.846154,0.916667,0.880705,0.923077,0.903297,0.942857,0.096703,0.903297,0.057143,0.947619,0.942857,0.941718,0.880705,0.923077,0.911701,0.936594,0.942857,0.001,0,0,0,0,0,31495,100232,13403,94.285714,50,?
ionosphere,5,7,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.Resample -S 1 -Z 20.0 -no-replacement\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,316,35,32,3,0,91.428571,8.571429,0,0.824708,0.085714,0.29277,18.488372,60.56978,33.329976,3222,-3188.670024,0.952285,92.057143,-91.104858,26.968624,0.770532,80.914023,1,13,0.136364,3,0.863636,19,0,0,0.8125,1,0.896552,0.837678,0.931818,0.8125,0.914286,0.050649,0.949351,0.085714,0.930357,0.914286,0.915583,0.837678,0.931818,0.89852,0.91169,0.914286,0,0.001,0,0,0,0,31497,100232,13403,91.428571,50,?
ionosphere,5,8,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.Resample -S 1 -Z 20.0 -no-replacement\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,316,35,31,4,0,88.571429,11.428571,0,0.747292,0.114286,0.338062,24.651163,69.939958,33.329976,4296,-4262.670024,0.952285,122.742857,-121.790572,24.848174,0.709948,74.55203,0.769231,10,0.045455,1,0.954545,21,0.230769,3,0.909091,0.769231,0.833333,0.75333,0.861888,0.785015,0.885714,0.161938,0.838062,0.114286,0.887662,0.885714,0.883437,0.75333,0.861888,0.834536,0.873188,0.885714,0,0,0,0,0,0,31493,100232,13403,88.571429,50,?
ionosphere,5,9,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.Resample -S 1 -Z 20.0 -no-replacement\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,316,35,30,5,0,85.714286,14.285714,0,0.678899,0.142857,0.377964,30.813953,78.19525,33.329976,5370,-5336.670024,0.952285,153.428571,-152.476286,22.727723,0.649364,68.190038,0.692308,9,0.045455,1,0.954545,21,0.307692,4,0.9,0.692308,0.782609,0.691861,0.823427,0.737363,0.857143,0.21029,0.78971,0.142857,0.862286,0.857143,0.852385,0.691861,0.823427,0.795837,0.838113,0.857143,0.001,0,0,0,0,0,31497,100232,13403,85.714286,50,?
ionosphere,5,10,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.Resample -S 1 -Z 20.0 -no-replacement\" -S 1 -W weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 2 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -C 0 -G 1.0\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-4523450618538717400,20210415.0214,316,35,34,1,0,97.142857,2.857143,0,0.937833,0.028571,0.169031,6.162791,34.969979,33.329976,1074,-1040.670024,0.952285,30.685714,-29.733429,31.209525,0.891701,93.638008,0.923077,12,0,0,1,22,0.076923,1,1,0.923077,0.96,0.939651,0.961538,0.951648,0.971429,0.048352,0.951648,0.028571,0.972671,0.971429,0.971175,0.939651,0.961538,0.954712,0.968889,0.971429,0,0,0,0,0,0,31493,100232,13403,97.142857,50,?
